necessary success	7.37664862087
able purchase	1.54508320137
donation project	1.50476592355
things classroom	1.33749214308
ni teach school	1.33271849904
able continue	1.31326801535
like get	1.20785347457
learn value	1.20478322615
teach subjects	1.11943257551
hard help	1.08776550487
hands approach	1.05644814072
group kids	1.01394289854
students qualify free	1.00891050857
piece equipment	0.970070415674
want make	0.959494323916
class provide	0.935971945886
social studies science	0.934077329906
donation give	0.916555094741
proud students	0.897809598638
deserve opportunity	0.873568396969
activities well	0.872067254219
important children	0.849451578624
like start	0.84837734422
know many students	0.84618585452
part school	0.841321517854
opportunity make	0.812225797499
members community	0.791902473447
place feel	0.786252740477
half students	0.773969239147
families many students	0.769895923798
90 school	0.763202429352
hard achieve	0.761009202923
first day school	0.754639358719
take next	0.738255032093
come families	0.738175201881
allow students take	0.73638399697
available school	0.725506784017
city middle school	0.71849172453
families receive	0.699064665391
school north carolina	0.692224952144
goal make	0.688392354438
support help	0.681480975161
part project	0.672699125676
give opportunity	0.666944182705
students given	0.665787342662
need see	0.664571350114
start day	0.655943877603
support provide	0.649699597185
work team	0.647468850237
hard school	0.637913943883
students allowed	0.636712717122
way life	0.634872394156
want see	0.627363253378
city high	0.626938363411
able make	0.613625777681
need make	0.611440520187
printer print	0.60898103751
donation provide	0.604260794108
hawaii	0.603912572261
students energetic	0.599783188087
number students	0.589435350884
donation make difference	0.584572709289
classes school	0.584132991201
students raised	0.574680454549
knowledge help	0.572904454736
poverty high	0.568579821313
spend lot time	0.544658542005
school comprised	0.543884324383
school 98	0.537122789018
level playing field	0.536257679459
learn school	0.530166733256
order get	0.529998744288
school students many	0.525093871372
throughout year	0.523407513158
school small rural	0.521845230975
share experience	0.521327363094
would appreciate help	0.517274232
people community	0.513776839964
chance make	0.512545035695
well give	0.508383805272
school ni requesting	0.507525397396
work title	0.503502453071
project make	0.494152154812
want part	0.493815351085
addition classroom	0.492989963693
project make difference	0.492862641031
students lost	0.485951386411
opportunity work	0.478388238469
risk high	0.478237343669
goals school	0.473725734711
ni requesting materials	0.466059313789
funded project	0.463002459221
like create	0.462232020921
year work	0.459058257016
need start	0.456250703838
something simple	0.455289702892
opportunity help	0.451002576524
brooklyn	0.447079831155
hard come	0.44641633985
title school students	0.444855654542
resources make	0.444635234614
san francisco	0.442920285728
school located south	0.442641561513
materials support	0.438977131624
resources use	0.435787852809
need successful	0.434371796585
learn classroom	0.432553562588
community help	0.431891964413
need deserve	0.431409744203
program children	0.430118406204
order better	0.429853364274
destroyed	0.429820221147
students learn much	0.42915857027
school wonderful	0.428663406395
make easier	0.425778666284
like teach	0.424658927948
work day	0.424379388723
ni requesting two	0.423555724671
nmany children	0.422017221162
school ever	0.42022307816
together many	0.420007461211
6th 7th 8th	0.416692378822
learn use	0.414177386325
teacher school	0.413465719019
donation make	0.412185512344
provide much needed	0.410198673483
time consider	0.409962889498
school new york	0.409090386592
students past	0.408178797534
students simple	0.408138457042
would students	0.40398050858
students rural	0.403469040973
dreams come true	0.402867664424
first family	0.399714356874
affiliated	0.39564026298
years come	0.393664508094
nmany students come	0.392730451551
